dataApertura,dataFineRaccolta,dataFineValidita,dataGazzetta,dataInizioRaccolta,dataInizioValidita,dataIns,dataUltimoAgg,estremi,id,idDecCatIniziativa_dataFineValidita,idDecCatIniziativa_dataInizioValidita,idDecCatIniziativa_id,idDecCatIniziativa_nome,idDecStatoIniziativa_dataFineValidita,idDecStatoIniziativa_dataInizioValidita,idDecStatoIniziativa_id,idDecStatoIniziativa_nome,idDecTipoIniziativa_dataFineValidita,idDecTipoIniziativa_dataInizioValidita,idDecTipoIniziativa_id,idDecTipoIniziativa_nome,quorum,sito,sostenitori,supportata,titolo,titoloLeggeCostituzionale,data_download,dataChiusura
2025-03-24,2026-02-28,9999-12-31,2025-02-14,2025-03-24,2025-03-24,2025-03-24T12:01:30,2025-03-24,1800001,2800000,1999-12-31,2021-08-01,13,TRASPORTO,9999-12-31,2021-08-01,2,IN RACCOLTA FIRME,9999-12-31,2021-08-01,4,Legge di iniziativa popolare (art. 71 Costituzione),50000,https://www.articolo16.org/,12198,false,"Disciplina dell'attività di trasporto al pubblico","Disciplina dell'attività di trasporto al pubblico",2025-09-17,
2025-05-13,2026-02-28,9999-12-31,2025-04-18,2025-05-13,2025-04-30,2025-04-30T10:08:43,2025-05-13,2400000,3400000,9999-12-31,2021-08-01,3,UNIONE EUROPEA,9999-12-31,2021-08-01,2,IN RACCOLTA FIRME,9999-12-31,2021-08-01,4,Legge di iniziativa popolare (art. 71 Costituzione),50000,https://italexitperlitalia.it/iniziative,1039,false,"Legge di Iniziativa Popolare Costituzionale: Disposizioni sulla indizione di un referendum di indirizzo per la richiesta ai cittadini italiani di manifestare la volontà di uscire dall’Unione Europea.","Legge di Iniziativa Popolare Costituzionale: Disposizioni sulla indizione di un referendum di indirizzo per la richiesta ai cittadini italiani di manifestare la volontà di uscire dall’Unione Europea.",2025-09-17,
2025-05-13,2026-02-28,9999-12-31,2025-04-18,2025-05-13,2025-04-30,2025-04-30T10:30:26,2025-05-13,2400002,3400003,9999-12-31,2021-08-01,1,VITA POLITICA,9999-12-31,2021-08-01,2,IN RACCOLTA FIRME,9999-12-31,2021-08-01,4,Legge di iniziativa popolare (art. 71 Costituzione),50000,https://italexitperlitalia.it/iniziative,577,false,"Legge di Iniziativa Popolare Costituzionale: Disposizioni sulla modifica degli articoli 11, 75, 117 e 138 della Costituzione in tema di neutralità, di referendum e di sovranità dello Stato.  ","Legge di Iniziativa Popolare Costituzionale: Disposizioni sulla modifica degli articoli 11, 75, 117 e 138 della Costituzione in tema di neutralità, di referendum e di sovranità dello Stato.  ",2025-09-17,
2025-05-28,2026-02-28,9999-12-31,2025-05-15,2025-05-28,2025-05-21,2025-05-21T23:03:14,2025-05-28,2600003,3700000,1999-12-31,2021-08-01,8,QUESTIONI SOCIALI,9999-12-31,2021-08-01,2,IN RACCOLTA FIRME,9999-12-31,2021-08-01,4,Legge di iniziativa popolare (art. 71 Costituzione),50000,www.longaevitas.it,3943,false,"“Introduzione dell’insegnamento dell’Educazione alimentare, ambientale e agli stili di vita sani nelle scuole, enti di istruzione e formazione di Forze Armate, Forze di Polizia e di pubblico soccorso""","“Introduzione dell’insegnamento dell’Educazione alimentare, ambientale e agli stili di vita sani nelle scuole, enti di istruzione e formazione di Forze Armate, Forze di Polizia e di pubblico soccorso”",2025-09-17,
2025-05-26,2026-02-28,9999-12-31,2025-05-24,2025-05-26,2025-05-26,2025-05-26T17:51:17,2025-05-26,2700001,3800002,1999-12-31,2021-08-01,13,TRASPORTO,9999-12-31,2021-08-01,2,IN RACCOLTA FIRME,9999-12-31,2021-08-01,4,Legge di iniziativa popolare (art. 71 Costituzione),50000,www.willysicurezzaelegalita.it,3779,false," “Zotti-Lizzi per il Riconoscimento del lavoro usurante per i conducenti del trasporto merci”","""Zotti-Lizzi per il Riconoscimento del lavoro usurante per i conducenti del trasporto merci""",2025-09-17,
2025-05-28,2026-02-28,9999-12-31,2025-05-10,2025-05-28,2025-05-28,2025-05-28T11:30:17,2025-05-28,2500000,3800006,1999-12-31,2021-08-01,4,DIRITTO,9999-12-31,2021-08-01,2,IN RACCOLTA FIRME,9999-12-31,2021-08-01,4,Legge di iniziativa popolare (art. 71 Costituzione),50000,,497,false,"Modifiche delle norme del processo tributario (Decreto Legislativo 31 dicembre 1992, n. 546, e successive modifiche ed integrazioni), in materia di controversie relative ai contributi di bonifica, al fine di consentire un’efficace difesa dei cittadini consorziati (art. 24 della Costituzione).","Modifiche al processo tributario per le controversie sui contributi di bonifica, per garantire una difesa efficace dei consorziati ai sensi dell’art. 24 della Costituzione.",2025-09-17,
2025-06-09,2026-02-28,9999-12-31,2025-03-08,2025-06-09,2025-06-09,2025-06-09T21:28:13,2025-06-09,2000006,3900019,1999-12-31,2021-08-01,14,AMBIENTE,9999-12-31,2021-08-01,2,IN RACCOLTA FIRME,9999-12-31,2021-08-01,4,Legge di iniziativa popolare (art. 71 Costituzione),50000,www.rispettopertuttiglianimali.it,1247,false,SALVIAMO GLI ORSI DISTRIBUENDOLI IN TUTTE LE REGIONI ALPINE ITALIANE,"RIDISTRIBUIAMO GLI ORSI SULL'ARCO ALPINO",2025-09-17,
2025-06-10,2026-02-28,9999-12-31,2025-05-13,2025-06-10,2025-06-10,2025-06-10T13:00:54,2025-06-10,2500001,3900020,1999-12-31,2021-08-01,8,QUESTIONI SOCIALI,9999-12-31,2021-08-01,2,IN RACCOLTA FIRME,9999-12-31,2021-08-01,4,Legge di iniziativa popolare (art. 71 Costituzione),50000,www.dirittoastarebene.it,33466,false,"Servizi pubblici per il benessere psicologico
",Istituzione della Rete Nazionale dei Servizi Pubblici per il Benessere Psicologico,2025-09-17,
2025-06-18,2025-09-18,9999-12-31,2025-03-25,2025-06-18,2025-06-18,2025-06-18T18:09:06,2025-06-18,2100003,4000006,1999-12-31,2021-08-01,18,ENERGIA,9999-12-31,2021-08-01,2,IN RACCOLTA FIRME,9999-12-31,2021-08-01,1,Referendum  abrogativo (art. 75 Costituzione),500000,https:www.aept.eu,1749,false,"Volete Voi che sia abrogato il decreto Legislativo  16 Marzo 1999 n. 79 ( attuazione della direttiva  96/92/CE recante   norme comuni per il mercato interno dell’energia elettrica) nel testo risultante  dalle modificazioni e integrazioni limitatamente alla seguente parte: articolo 3 comma 11, limitatamente alle parole “ l’autorità per l’energia elettrica e il gas provvede al conseguente adeguamento del corrispettivo di cui al comma 10”
",decreto legislativo 16 marzo 1999 n.79 art 3 comma 11,2025-09-17,
2025-06-25,2025-09-17,9999-12-31,2025-06-24,2025-06-25,2025-06-25,2025-06-25T15:18:28,2025-09-17,2900000,4100011,1999-12-31,2021-08-01,14,AMBIENTE,9999-12-31,2021-08-01,3,CHIUSA,9999-12-31,2021-08-01,4,Legge di iniziativa popolare (art. 71 Costituzione),50000,https://bit.ly/stop-caccia,53663,false,"STOP CACCIA!
STOP UCCISIONI DEGLI ANIMALI PER DIVERTIMENTO
","Proposta di legge di iniziativa popolare per il divieto di caccia, il diritto alla vita degli animali selvatici e la promozione della convivenza con gli stessi",2025-09-17,2025-09-17
2025-07-02,2026-02-28,9999-12-31,2025-06-28,2025-07-02,2025-07-02,2025-07-02T15:56:41,2025-07-02,3000000,4200000,9999-12-31,2021-08-01,1,VITA POLITICA,9999-12-31,2021-08-01,2,IN RACCOLTA FIRME,9999-12-31,2021-08-01,4,Legge di iniziativa popolare (art. 71 Costituzione),50000,https://willmedia.it/voto-fuorisede/,11788,false,Voglio votare fuorisede,Voglio votare fuorisede,2025-09-17,
2025-09-10,2026-03-10,9999-12-31,2025-06-25,2025-09-10,2025-07-10,2025-07-10T15:02:58,2025-09-10,2900002,4300012,9999-12-31,2021-08-01,1,VITA POLITICA,9999-12-31,2021-08-01,2,IN RACCOLTA FIRME,9999-12-31,2021-08-01,4,Legge di iniziativa popolare (art. 71 Costituzione),50000,comitatoiniziativepopolari.it,90,false,LEGGE ELETTORALE PROPORZIONALE CON PREFERENZE,LEGGE ELETTORALE PROPORZIONALE CON PREFERENZE,2025-09-17,
2025-09-10,2026-03-10,9999-12-31,2025-06-25,2025-09-10,2025-07-10,2025-07-10T15:13:45,2025-09-10,2900001,4300013,9999-12-31,2021-08-01,1,VITA POLITICA,9999-12-31,2021-08-01,2,IN RACCOLTA FIRME,9999-12-31,2021-08-01,4,Legge di iniziativa popolare (art. 71 Costituzione),50000,comitatoiniziativepopolari.it,56,false,INTRODUZIONE DEL CANCELLIERATO ITALIANO,INTRODUZIONE DEL CANCELLIERATO ITALIANO,2025-09-17,
2025-07-23,2026-02-28,9999-12-31,2025-07-16,2025-07-23,2025-07-22,2025-07-22T11:01:53,2025-07-23,3200000,4400002,1999-12-31,2021-08-01,4,DIRITTO,9999-12-31,2021-08-01,2,IN RACCOLTA FIRME,9999-12-31,2021-08-01,4,Legge di iniziativa popolare (art. 71 Costituzione),50000,https://www.fondazioneluigieinaudi.it/immuni-dal-populismo-ripristiniamo-art-68-della-costituzione/,3033,false,"Immuni dal populismo - Riforma dell'Art. 68 Cost.","Immuni dal populismo - Riforma dell'Art. 68 Cost.",2025-09-17,
2025-07-29,2026-02-28,9999-12-31,2025-07-08,2025-07-29,2025-07-29,2025-07-29T22:40:17,2025-07-29,3100000,4500001,1999-12-31,2021-08-01,8,QUESTIONI SOCIALI,9999-12-31,2021-08-01,2,IN RACCOLTA FIRME,9999-12-31,2021-08-01,4,Legge di iniziativa popolare (art. 71 Costituzione),50000,www.jesuslenygomes.com,87,false,"MODIFICA AL DECRETO LEGGE, CONVERTITO CON
MODIFICAZIONI, 20 FEBBRAIO 2017, N. 14 RECANTE
“DISPOSIZIONI URGENTI IN MATERIA DI SICUREZZA
DELLE CITTÀ”
","«MODIFICA AL DECRETO LEGGE, CONVERTITO CON MODIFICAZIONI, 20 FEBBRAIO 2017, N. 14 RECANTE ""DI- S P O S I Z I O N I U R G E N T I I N M AT E R I A D I S I C U R E Z Z A D E L L E CITTÀ""»",2025-09-17,
2025-08-31,2026-02-28,9999-12-31,2025-07-19,2025-08-31,2025-08-31,2025-08-31T18:43:37,2025-08-31,3300001,4600001,9999-12-31,2021-08-01,1,VITA POLITICA,9999-12-31,2021-08-01,2,IN RACCOLTA FIRME,9999-12-31,2021-08-01,4,Legge di iniziativa popolare (art. 71 Costituzione),50000,https://www.facebook.com/figlidellestelleodv,121,false,SPAZZAPOLTRONE,SPAZZAPOLTRONE,2025-09-17,
2025-08-31,2026-02-28,9999-12-31,2025-07-19,2025-08-31,2025-08-31,2025-08-31T19:18:12,2025-08-31,3300003,4600002,1999-12-31,2021-08-01,9,ISTRUZIONE E COMUNICAZIONE,9999-12-31,2021-08-01,2,IN RACCOLTA FIRME,9999-12-31,2021-08-01,4,Legge di iniziativa popolare (art. 71 Costituzione),50000,https://www.facebook.com/figlidellestelleodv,108,false,STUDIO SENZA BARRIERE,"Disposizioni per l’abolizione dell’obbligo di frequenza nella didattica frontale dei corsi universitari",2025-09-17,
2025-09-18,2025-12-18,9999-12-31,2025-09-16,2025-09-18,2025-09-17,2025-09-17T15:50:03,2025-09-18,3400001,4800000,9999-12-31,2021-08-01,1,VITA POLITICA,9999-12-31,2021-08-01,2,IN RACCOLTA FIRME,9999-12-31,2021-08-01,1,Referendum  abrogativo (art. 75 Costituzione),500000,https://votolibeguale.it,1,false,"ABROGAZIONE DEL VOTO CONGIUNTO TRA CANDIDATI E LISTE
PLURINOMINALI LEGGE ELETTORALE PER CAMERA E SENATO.","Testi unici recanti norme per l'elezione della Camera dei Deputati e del Senato di cui a DPR 30 marzo 1957 n.361 e D.Lgls 20 dicembre n.533 e successive modifiche",2025-09-17,
2025-09-18,2025-12-18,9999-12-31,2025-09-16,2025-09-18,2025-09-17,2025-09-17T19:26:21,2025-09-18,3400000,4800001,9999-12-31,2021-08-01,1,VITA POLITICA,9999-12-31,2021-08-01,2,IN RACCOLTA FIRME,9999-12-31,2021-08-01,1,Referendum  abrogativo (art. 75 Costituzione),500000,https://votolibeguale.it,1,false,ABOLIZIONE PLURICANDIDATURE LEGGE ELETTORALE PER CAMERA E SENATO: OGNI CANDIDATO IN UN SOLO COLLEGIO UNINOMINALE O PLURINOMINALE,"Testi unici recanti norme per l'elezione della Camera dei Deputati e del Senato di cui a DPR 30 marzo 1957 n.361 e D.Lgls 20 dicembre n.533 e successive modifiche",2025-09-17,
2024-07-26,2026-02-28,9999-12-31,2024-05-31,2024-07-26,2024-07-26,2024-07-26T12:33:06,2024-07-26,400029,500022,9999-12-31,2021-08-01,1,VITA POLITICA,9999-12-31,2021-08-01,2,IN RACCOLTA FIRME,9999-12-31,2021-08-01,4,Legge di iniziativa popolare (art. 71 Costituzione),50000,https://www.acli.it/la-tua-politica/,12378,false,La Tua Politica. Scelte per la Democrazia - Proposta di legge sulla Democrazia interna e la Trasparenza dei Partiti Politici,"Norme per la democrazia, la trasparenza di bilancio ed il finanziamento pubblico dei partiti politici (art. 49 della Costituzione)pubblico diretto alla partecipazione politica",2025-09-18,
2024-08-04,2026-02-28,9999-12-31,2024-06-25,2024-08-04,2024-08-04,2024-08-04T10:15:02,2024-08-04,400024,700000,1999-12-31,2021-08-01,8,QUESTIONI SOCIALI,9999-12-31,2021-08-01,2,IN RACCOLTA FIRME,9999-12-31,2021-08-01,4,Legge di iniziativa popolare (art. 71 Costituzione),50000,,16340,false,Abolizione dei ticket sanitari ,Abolizione dei ticket sanitari,2025-09-18,
2024-09-25,2026-02-28,9999-12-31,2024-09-20,2024-09-25,2024-09-25,2024-09-25T12:21:57,2024-09-25,800000,1400001,9999-12-31,2021-08-01,1,VITA POLITICA,9999-12-31,2021-08-01,2,IN RACCOLTA FIRME,9999-12-31,2021-08-01,4,Legge di iniziativa popolare (art. 71 Costituzione),50000,,1768,false,"Modifiche alla Legge 29 Luglio 1949 n. 717 Norme per l’arte negli edifici pubblici","Modifiche alla Legge 29 Luglio 1949 n. 717 Norme per l’arte negli edifici pubblici",2025-09-18,
2024-10-30,2026-02-28,9999-12-31,2024-10-26,2024-10-30,2024-10-30,2024-10-30T16:59:56,2024-10-30,1100000,1600012,1999-12-31,2021-08-01,9,ISTRUZIONE E COMUNICAZIONE,9999-12-31,2021-08-01,2,IN RACCOLTA FIRME,9999-12-31,2021-08-01,4,Legge di iniziativa popolare (art. 71 Costituzione),50000,https://www.lucianolorini.it/laureaallamemoria/,6907,false,"«Legge Lorini-Papa: Concessione della Laurea alla Memoria come Atto di Umanità e Riconoscimento»","«Legge Lorini-Papa: Concessione della Laurea alla Memoria come Atto di Umanità e Riconoscimento»",2025-09-18,
2025-01-01,2026-02-28,9999-12-31,2023-05-13,2025-01-01,2024-12-28,2024-12-28T16:41:55,2025-01-01,1400000,1900000,1999-12-31,2021-08-01,4,DIRITTO,9999-12-31,2021-08-01,2,IN RACCOLTA FIRME,9999-12-31,2021-08-01,4,Legge di iniziativa popolare (art. 71 Costituzione),50000,https://assembleacostituentecittadini.it/,1273,false,"PROPOSTA DI LEGGE COSTITUZIONALE DI INIZIATIVA POPOLARE
«Modifiche agli articoli 32, 75 e 135 della Costituzione e alla legge costituzionale 25 maggio 1970, n. 352» (G.U., serie generale, n.111 del 13/05/2023)","«Modifiche agli articoli 32, 75 e 135 della Costituzione e alla legge costituzionale 25 maggio 1970, n. 352» ",2025-09-18,
2025-01-15,2026-02-28,9999-12-31,2025-01-11,2025-01-15,2025-01-15,2025-01-15T12:10:54,2025-01-15,1500003,2000002,9999-12-31,2021-08-01,1,VITA POLITICA,9999-12-31,2021-08-01,2,IN RACCOLTA FIRME,9999-12-31,2021-08-01,4,Legge di iniziativa popolare (art. 71 Costituzione),50000,,6252,false,Proposta di legge Zuncheddu e altri su risarcimento vittime di giustizia,Proposta di legge Zuncheddu e altri su risarcimento vittime di giustizia,2025-09-18,
2025-01-23,2026-02-28,9999-12-31,2025-01-11,2025-01-23,2025-01-23,2025-01-23T08:16:47,2025-01-23,1500002,2100000,1999-12-31,2021-08-01,8,QUESTIONI SOCIALI,9999-12-31,2021-08-01,2,IN RACCOLTA FIRME,9999-12-31,2021-08-01,4,Legge di iniziativa popolare (art. 71 Costituzione),50000,https://pensieropopolareitaliano.org/,3184,false,Fondazione per la Famiglia ,Istituzione della Fondazione per la Famiglia e disposizioni per il sostegno economico e fiscale alle famiglie con figli,2025-09-18,
2025-02-08,2026-02-28,9999-12-31,2025-02-05,2025-02-08,2025-02-06,2025-02-06T17:12:01,2025-02-08,1600000,2300000,1999-12-31,2021-08-01,4,DIRITTO,9999-12-31,2021-08-01,2,IN RACCOLTA FIRME,9999-12-31,2021-08-01,4,Legge di iniziativa popolare (art. 71 Costituzione),50000,www.comitatogenitoriperifigli.it ,6643,false,"Norme in materia di tutela del diritto dei minori alla bigenitorialità","Norme in materia di tutela del diritto dei minori alla bigenitorialità",2025-09-18,
2025-02-14,2026-02-28,9999-12-31,2025-02-13,2025-02-14,2025-02-14,2025-02-14T17:17:59,2025-02-14,1700000,2400001,9999-12-31,2021-08-01,1,VITA POLITICA,9999-12-31,2021-08-01,2,IN RACCOLTA FIRME,9999-12-31,2021-08-01,4,Legge di iniziativa popolare (art. 71 Costituzione),50000,,8759,false,"Legge “Guglielmo Minervini” - Quote Generazionali in Parlamento, nelle Regioni e nei Comuni","Legge “Guglielmo Minervini” - Quote Generazionali in Parlamento, nelle Regioni e nei Comuni",2025-09-18,
2025-03-01,2026-02-28,9999-12-31,2025-02-25,2025-03-01,2025-02-26,2025-02-26T20:23:09,2025-03-01,1900000,2600005,1999-12-31,2021-08-01,12,OCCUPAZIONE E LAVORO,9999-12-31,2021-08-01,2,IN RACCOLTA FIRME,9999-12-31,2021-08-01,4,Legge di iniziativa popolare (art. 71 Costituzione),50000,www.dubitoergocogito.it,3401,false,"“Disposizioni per il riconoscimento della specificità militare”","“Disposizioni per il riconoscimento della specificità militare”",2025-09-18,
2025-03-11,2025-09-18,9999-12-31,2025-03-07,2025-03-11,2025-03-11,2025-03-11T10:48:21,2025-09-18,2000000,2700001,1999-12-31,2021-08-01,4,DIRITTO,9999-12-31,2021-08-01,3,CHIUSA,9999-12-31,2021-08-01,4,Legge di iniziativa popolare (art. 71 Costituzione),50000,https://www.maqualecasa.it/,10342,false,"Modifiche agli articoli 44, 47 e 117 della Costituzione in materia di
riconoscimento e garanzia del diritto all’abitazione.
","Modifiche agli articoli 44, 47 e 117 della Costituzione in materia di riconoscimento e garanzia del diritto all’abitazione.",2025-09-18,2025-09-18
2025-03-24,2026-02-28,9999-12-31,2025-02-14,2025-03-24,2025-03-24,2025-03-24T12:01:30,2025-03-24,1800001,2800000,1999-12-31,2021-08-01,13,TRASPORTO,9999-12-31,2021-08-01,2,IN RACCOLTA FIRME,9999-12-31,2021-08-01,4,Legge di iniziativa popolare (art. 71 Costituzione),50000,https://www.articolo16.org/,12202,false,"Disciplina dell'attività di trasporto al pubblico","Disciplina dell'attività di trasporto al pubblico",2025-09-18,
2025-05-13,2026-02-28,9999-12-31,2025-04-18,2025-05-13,2025-04-30,2025-04-30T10:08:43,2025-05-13,2400000,3400000,9999-12-31,2021-08-01,3,UNIONE EUROPEA,9999-12-31,2021-08-01,2,IN RACCOLTA FIRME,9999-12-31,2021-08-01,4,Legge di iniziativa popolare (art. 71 Costituzione),50000,https://italexitperlitalia.it/iniziative,1043,false,"Legge di Iniziativa Popolare Costituzionale: Disposizioni sulla indizione di un referendum di indirizzo per la richiesta ai cittadini italiani di manifestare la volontà di uscire dall’Unione Europea.","Legge di Iniziativa Popolare Costituzionale: Disposizioni sulla indizione di un referendum di indirizzo per la richiesta ai cittadini italiani di manifestare la volontà di uscire dall’Unione Europea.",2025-09-18,
2025-05-13,2026-02-28,9999-12-31,2025-04-18,2025-05-13,2025-04-30,2025-04-30T10:30:26,2025-05-13,2400002,3400003,9999-12-31,2021-08-01,1,VITA POLITICA,9999-12-31,2021-08-01,2,IN RACCOLTA FIRME,9999-12-31,2021-08-01,4,Legge di iniziativa popolare (art. 71 Costituzione),50000,https://italexitperlitalia.it/iniziative,579,false,"Legge di Iniziativa Popolare Costituzionale: Disposizioni sulla modifica degli articoli 11, 75, 117 e 138 della Costituzione in tema di neutralità, di referendum e di sovranità dello Stato.  ","Legge di Iniziativa Popolare Costituzionale: Disposizioni sulla modifica degli articoli 11, 75, 117 e 138 della Costituzione in tema di neutralità, di referendum e di sovranità dello Stato.  ",2025-09-18,
2025-05-28,2026-02-28,9999-12-31,2025-05-15,2025-05-28,2025-05-21,2025-05-21T23:03:14,2025-05-28,2600003,3700000,1999-12-31,2021-08-01,8,QUESTIONI SOCIALI,9999-12-31,2021-08-01,2,IN RACCOLTA FIRME,9999-12-31,2021-08-01,4,Legge di iniziativa popolare (art. 71 Costituzione),50000,www.longaevitas.it,4052,false,"“Introduzione dell’insegnamento dell’Educazione alimentare, ambientale e agli stili di vita sani nelle scuole, enti di istruzione e formazione di Forze Armate, Forze di Polizia e di pubblico soccorso""","“Introduzione dell’insegnamento dell’Educazione alimentare, ambientale e agli stili di vita sani nelle scuole, enti di istruzione e formazione di Forze Armate, Forze di Polizia e di pubblico soccorso”",2025-09-18,
2025-05-28,2026-02-28,9999-12-31,2025-05-10,2025-05-28,2025-05-28,2025-05-28T11:30:17,2025-05-28,2500000,3800006,1999-12-31,2021-08-01,4,DIRITTO,9999-12-31,2021-08-01,2,IN RACCOLTA FIRME,9999-12-31,2021-08-01,4,Legge di iniziativa popolare (art. 71 Costituzione),50000,,498,false,"Modifiche delle norme del processo tributario (Decreto Legislativo 31 dicembre 1992, n. 546, e successive modifiche ed integrazioni), in materia di controversie relative ai contributi di bonifica, al fine di consentire un’efficace difesa dei cittadini consorziati (art. 24 della Costituzione).","Modifiche al processo tributario per le controversie sui contributi di bonifica, per garantire una difesa efficace dei consorziati ai sensi dell’art. 24 della Costituzione.",2025-09-18,
2025-06-09,2026-02-28,9999-12-31,2025-03-08,2025-06-09,2025-06-09,2025-06-09T21:28:13,2025-06-09,2000006,3900019,1999-12-31,2021-08-01,14,AMBIENTE,9999-12-31,2021-08-01,2,IN RACCOLTA FIRME,9999-12-31,2021-08-01,4,Legge di iniziativa popolare (art. 71 Costituzione),50000,www.rispettopertuttiglianimali.it,1254,false,SALVIAMO GLI ORSI DISTRIBUENDOLI IN TUTTE LE REGIONI ALPINE ITALIANE,"RIDISTRIBUIAMO GLI ORSI SULL'ARCO ALPINO",2025-09-18,
2025-06-10,2026-02-28,9999-12-31,2025-05-13,2025-06-10,2025-06-10,2025-06-10T13:00:54,2025-06-10,2500001,3900020,1999-12-31,2021-08-01,8,QUESTIONI SOCIALI,9999-12-31,2021-08-01,2,IN RACCOLTA FIRME,9999-12-31,2021-08-01,4,Legge di iniziativa popolare (art. 71 Costituzione),50000,www.dirittoastarebene.it,33678,false,"Servizi pubblici per il benessere psicologico
",Istituzione della Rete Nazionale dei Servizi Pubblici per il Benessere Psicologico,2025-09-18,
2025-06-18,2025-09-18,9999-12-31,2025-03-25,2025-06-18,2025-06-18,2025-06-18T18:09:06,2025-06-18,2100003,4000006,1999-12-31,2021-08-01,18,ENERGIA,9999-12-31,2021-08-01,3,CHIUSA,9999-12-31,2021-08-01,1,Referendum  abrogativo (art. 75 Costituzione),500000,https:www.aept.eu,1770,false,"Volete Voi che sia abrogato il decreto Legislativo  16 Marzo 1999 n. 79 ( attuazione della direttiva  96/92/CE recante   norme comuni per il mercato interno dell’energia elettrica) nel testo risultante  dalle modificazioni e integrazioni limitatamente alla seguente parte: articolo 3 comma 11, limitatamente alle parole “ l’autorità per l’energia elettrica e il gas provvede al conseguente adeguamento del corrispettivo di cui al comma 10”
",decreto legislativo 16 marzo 1999 n.79 art 3 comma 11,2025-09-18,2025-09-19
2025-07-02,2026-02-28,9999-12-31,2025-06-28,2025-07-02,2025-07-02,2025-07-02T15:56:41,2025-07-02,3000000,4200000,9999-12-31,2021-08-01,1,VITA POLITICA,9999-12-31,2021-08-01,2,IN RACCOLTA FIRME,9999-12-31,2021-08-01,4,Legge di iniziativa popolare (art. 71 Costituzione),50000,https://willmedia.it/voto-fuorisede/,11853,false,Voglio votare fuorisede,Voglio votare fuorisede,2025-09-18,
2025-09-10,2026-03-10,9999-12-31,2025-06-25,2025-09-10,2025-07-10,2025-07-10T15:02:58,2025-09-10,2900002,4300012,9999-12-31,2021-08-01,1,VITA POLITICA,9999-12-31,2021-08-01,2,IN RACCOLTA FIRME,9999-12-31,2021-08-01,4,Legge di iniziativa popolare (art. 71 Costituzione),50000,comitatoiniziativepopolari.it,101,false,LEGGE ELETTORALE PROPORZIONALE CON PREFERENZE,LEGGE ELETTORALE PROPORZIONALE CON PREFERENZE,2025-09-18,
2025-09-10,2026-03-10,9999-12-31,2025-06-25,2025-09-10,2025-07-10,2025-07-10T15:13:45,2025-09-10,2900001,4300013,9999-12-31,2021-08-01,1,VITA POLITICA,9999-12-31,2021-08-01,2,IN RACCOLTA FIRME,9999-12-31,2021-08-01,4,Legge di iniziativa popolare (art. 71 Costituzione),50000,comitatoiniziativepopolari.it,64,false,INTRODUZIONE DEL CANCELLIERATO ITALIANO,INTRODUZIONE DEL CANCELLIERATO ITALIANO,2025-09-18,
2025-07-23,2026-02-28,9999-12-31,2025-07-16,2025-07-23,2025-07-22,2025-07-22T11:01:53,2025-07-23,3200000,4400002,1999-12-31,2021-08-01,4,DIRITTO,9999-12-31,2021-08-01,2,IN RACCOLTA FIRME,9999-12-31,2021-08-01,4,Legge di iniziativa popolare (art. 71 Costituzione),50000,https://www.fondazioneluigieinaudi.it/immuni-dal-populismo-ripristiniamo-art-68-della-costituzione/,3040,false,"Immuni dal populismo - Riforma dell'Art. 68 Cost.","Immuni dal populismo - Riforma dell'Art. 68 Cost.",2025-09-18,
2025-07-29,2026-02-28,9999-12-31,2025-07-08,2025-07-29,2025-07-29,2025-07-29T22:40:17,2025-07-29,3100000,4500001,1999-12-31,2021-08-01,8,QUESTIONI SOCIALI,9999-12-31,2021-08-01,2,IN RACCOLTA FIRME,9999-12-31,2021-08-01,4,Legge di iniziativa popolare (art. 71 Costituzione),50000,www.jesuslenygomes.com,89,false,"MODIFICA AL DECRETO LEGGE, CONVERTITO CON
MODIFICAZIONI, 20 FEBBRAIO 2017, N. 14 RECANTE
“DISPOSIZIONI URGENTI IN MATERIA DI SICUREZZA
DELLE CITTÀ”
","«MODIFICA AL DECRETO LEGGE, CONVERTITO CON MODIFICAZIONI, 20 FEBBRAIO 2017, N. 14 RECANTE ""DI- S P O S I Z I O N I U R G E N T I I N M AT E R I A D I S I C U R E Z Z A D E L L E CITTÀ""»",2025-09-18,
2025-08-31,2026-02-28,9999-12-31,2025-07-19,2025-08-31,2025-08-31,2025-08-31T18:43:37,2025-08-31,3300001,4600001,9999-12-31,2021-08-01,1,VITA POLITICA,9999-12-31,2021-08-01,2,IN RACCOLTA FIRME,9999-12-31,2021-08-01,4,Legge di iniziativa popolare (art. 71 Costituzione),50000,https://www.facebook.com/figlidellestelleodv,131,false,SPAZZAPOLTRONE,SPAZZAPOLTRONE,2025-09-18,
2025-08-31,2026-02-28,9999-12-31,2025-07-19,2025-08-31,2025-08-31,2025-08-31T19:18:12,2025-08-31,3300003,4600002,1999-12-31,2021-08-01,9,ISTRUZIONE E COMUNICAZIONE,9999-12-31,2021-08-01,2,IN RACCOLTA FIRME,9999-12-31,2021-08-01,4,Legge di iniziativa popolare (art. 71 Costituzione),50000,https://www.facebook.com/figlidellestelleodv,115,false,STUDIO SENZA BARRIERE,"Disposizioni per l’abolizione dell’obbligo di frequenza nella didattica frontale dei corsi universitari",2025-09-18,
